NAME,ADDRESS,ADDRESS2,LAT,LNG,Tigerline ID,Tigerline ID side
Chicago Municipal Employees Credit Union,"18 S Michigan Ave. Suite 1000, Chicago, Illinois, 60603","18 MICHIGAN AVE, CHICAGO, IL, 60602",-87.62449,41.88234,605274673,R
Park Manor Christian Church Credit Union,"600 East 73rd Street, Chicago, Illinois, 60619--182","600 E 73RD ST, CHICAGO, IL, 60619",-87.6103,41.762154,605534812,L
"Chicago Neighborhood Initiatives Micro Finance Group, Inc.","1000 E. 111th Street  10th Floor, Chicago, Illinois, 60628--461","1000 E 111TH ST, CHICAGO, IL, 60628",-87.600235,41.692833,618897322,L
Sterling United FCU,"1330 W. Franklin Street, Evansville, Indiana, 47710--102","1330 W FRANKLIN ST, EVANSVILLE, IN, 47710",-87.582855,37.980347,39782056,L
Tuscaloosa Credit Union,"1100 21st Avenue, Tuscaloosa, Alabama, 35401--293","1100 21ST AVE, TUSCALOOSA, AL, 35401",-87.56194,33.205185,82147870,R
Alabama Credit Union,"909 Anna Ave, Tuscaloosa, Alabama, 35401--201","909 ANNA AVE, TUSCALOOSA, AL, 35401",-87.53386,33.207077,82201637,L
The First National Bank and Trust,"111 South Main Street, Atmore, Alabama, 36502","111 MAIN ST, ATMORE, AL, 36502",-87.493805,31.025393,1929155,L
REGIONAL federal credit union,"7144 Kennedy Avenue, Hammond, Indiana, 46323--222","7144 KENNEDY AVE, HAMMOND, IN, 46323",-87.46175,41.584026,98420132,R
Northern Economic Initiatives Corporation,"NMU - Jacobetti Center - Suite 202  1401 Presque Isle Avenue, Marquette, Michigan, 49855--433","1401 PRESQUE ISLE AVE, MARQUETTE, MI, 49855",-87.39631,46.556686,182034462,L
ProFinance Federal Credit Union,"7700 Broadway, Merrillville, Indiana, 46410","7700 BROADWAY, MERRILLVILLE, IN, 46410",-87.33596,41.479282,98435139,R
Community Enterprise Investments Inc.,"302 North Barcelona Street, Pensacola, Florida, 32501-4806","302 N BARCELONA ST, PENSACOLA, FL, 32501",-87.220184,30.416035,93220346,R
"Lafayette Neighborhood Housing Services, Inc.","671 N. 36th Street, Lafayette, Indiana, 47905","671 N 36TH ST, LAFAYETTE, IN, 47905",-86.85093,40.423374,27308400,L
Citizens Savings Bank and Trust Company,"1917 Heiman Street, Nashville, Tennessee, 37208","1917 HEIMAN ST, NASHVILLE, TN, 37208",-86.81021,36.17102,97185050,L
Sabre Finance d/b/a VentureSouth,"2 20th Street North, Suite 1150, Birmingham, Alabama, 35203--186","2 20TH ST N, BIRMINGHAM, AL, 35203",-86.80497,33.513374,81575792,L
Southeast Community Capital Corporation DBA Pathway Lending,"201 Venture Circle, Nashville, Tennessee, 37228--160","201 VENTURE CIR, NASHVILLE, TN, 37228",-86.79609,36.194286,97185495,R
"Affordable Housing Resources, Inc.","50 Vantage Way, Nashville, Tennessee, 37228--152","50 VANTAGE WAY, NASHVILLE, TN, 37228",-86.79392,36.191704,97185497,L
US Community Credit Union,"2622 Old Lebanon Rd, Nashville, TN, 37214","2622 OLD LEBANON RD, NASHVILLE, TN, 37214",-86.672226,36.169895,97195921,L
"North Alabama Revolving Loan Fund, LLC","100 Washington St NE  Ste B3, Huntsville, Alabama, 35801--486","100 WASHINGTON ST NE, HUNTSVILLE, AL, 35801",-86.58558,34.731865,58170716,R
"The Samson Banking Company, Inc.","2 West Main Street, Samson, Alabama, 36477","2 W MAIN ST, SAMSON, AL, 36477",-86.1711,31.218657,99545766,R
Mt. Zion Federal Credit Union,"3549 N. Boulevard Place, Indianapolis, Indiana, 46208--440","3549 BOULEVARD PL, INDIANAPOLIS, IN, 46208",-86.16392,39.820236,107988786,R
"Indianapolis Neighborhood Housing Partnership, Inc.","3550 North Washington Blvd., Indianapolis, Indiana, 46205-3719","3550 N WASHINGTON BLVD, INDIANAPOLIS, IN, 46205",-86.152084,39.819996,107989084,L
"Build Fund, LLC","1704 Bellefontaine Street, indianapolis, Indiana, 46202-1813","1704 BELLEFONTAINE ST, INDIANAPOLIS, IN, 46202",-86.14236,39.79051,107990598,L
Community Investment Fund of Indiana Inc.,"4181 E. 96th Street, Ste 200, Indianapolis, Indiana, 46240","4181 E 96TH ST, INDIANAPOLIS, IN, 46240",-86.09413,39.926876,29316809,R
Alabama Teachers Credit Union,"702 Walnut Street, Gadsden, Alabama, 35901--413","702 WALNUT ST, GADSDEN, AL, 35901",-86.01127,34.011417,635631783,L
"Louisville Development Bancorp, Inc.","900 S 12th Street, Louisville, Kentucky, 40210--131","900 S 12TH ST, LOUISVILLE, KY, 40210",-85.772354,38.243366,640120440,R
Metro Bank,"900 S 12th Street, Louisville, Kentucky, 40210--131","900 S 12TH ST, LOUISVILLE, KY, 40210",-85.772354,38.243366,640120440,R
Flagship Enterprise Capital,"2705 Enterprise Drive Suite #150, Anderson, Indiana, 46013","2705 ENTERPRISE DR, ANDERSON, IN, 46013",-85.72962,40.037636,31124745,R
Grand Rapids Opportunities for Women,"25 Sheldon Blvd SE  Suite 210, Grand Rapids, Michigan, 49503--420","25 SHELDON BLVD SE, GRAND RAPIDS, MI, 49503",-85.666695,42.962196,12457727,R
Kentucky Habitat for Humanity,"330 N. Hubbards Lane, Louisville, KY, 40207","330 N HUBBARDS LN, LOUISVILLE, KY, 40207",-85.64379,38.26305,96854957,L
Venture North Funding & Development,"202 E Grandview Parkway, Traverse City, Michigan, 49684","202 E GRANDVIEW PKWY, TRAVERSE CITY, MI, 49684",-85.618515,44.764854,145541060,R
"Kalamazoo Neighborhood Housing Services, Inc.","1219 South Park St., Kalamazoo, Michigan, 49001","1219 S PARK ST, KALAMAZOO, MI, 49001",-85.587234,42.2796,12229091,L
Community Promise FCU,"1313 Portage St  PO Box 3337, Kalamazoo, Michigan, 49003--333","1313 PORTAGE ST, KALAMAZOO, MI, 49001",-85.56977,42.2783,12242808,L
FIVE STAR CREDIT UNION,"411 NORTH FOSTER STREET, DOTHAN, Alabama, 36303-4623","411 N FOSTER ST, DOTHAN, AL, 36303",-85.39267,31.22813,101215341,L
"Chattanooga Neighborhood Enterprise, Inc.","1500 Chestnut St. Suite A, Chattanooga, Tennessee, 37408--101","1500 CHESTNUT ST, CHATTANOOGA, TN, 37408",-85.31346,35.038265,59304193,L
OMNI Community Credit Union,"3141 Capital Ave SW  PO Box 1537, Battle Creek, Michigan, 49016--153","3141 CAPITAL AVE SW, BATTLE CREEK, MI, 49015",-85.198586,42.2571,641473376,L
Neighborhoods Inc. of Battle Creek,"47 North Washington Avenue, Battle Creek, Michigan, 49017-3025","47 N WASHINGTON AVE, BATTLE CREEK, MI, 49037",-85.18993,42.3255,11713842,L
Brightpoint Development Fund,"PO Box 10570  227 E. Washington Blvd., Fort Wayne, Indiana, 46853--057","227 E WASHINGTON BLVD, FORT WAYNE, IN, 46802",-85.13704,41.077576,6379345,L
Union Baptist Church FCU,"2200 Smith Street, Fort Wayne, Indiana, 46803--259","2200 SMITH ST, FORT WAYNE, IN, 46803",-85.12319,41.06614,6379920,R
Phenix Pride Federal Credit Union,"1810 Opelika Road, Phenix City, Alabama, 36867--363","1810 OPELIKA RD, PHENIX CITY, AL, 36867",-85.0266,32.47832,69267830,L
Columbus Housing Initiative,"18 Eleventh Street, Columbus, Georgia, 31901--422","18 11TH ST, COLUMBUS, GA, 31901",-84.99287,32.4667,98937885,R
Northern Shores Community Development,"1131 W. Conway Road  Suite A, Harbor Springs, Michigan, 49740--968","1131 W CONWAY RD, HARBOR SPGS, MI, 49740",-84.888374,45.427998,133995559,R
Bradley Initiative Credit Union,"1075 Blythe Avenue SE, Cleveland, Tennessee, 37311--294","1075 BLYTHE AVE SE, CLEVELAND, TN, 37311",-84.87437,35.149937,57581684,R
"Neighborhood Housing Services of Hamilton, Inc.","100 S. Martin Luther King Jr. Blvd, Hamilton, Ohio, 45011--282","100 MARTIN LUTHER KING JR BLVD, HAMILTON, OH, 45011",-84.55662,39.39971,113789981,R
CASE Credit Union,"4316 S Pennsylvania, Lansing, Michigan, 48910--560","4316 S PENNSYLVANIA AVE, LANSING, MI, 48910",-84.538124,42.6899,17502996,R
Opportunity Resource Fund,"330 Marshall Street  Suite 105, Lansing, Michigan, 48912--231","330 MARSHALL ST, LANSING, MI, 48912",-84.52601,42.737274,636257710,R
"Cincinnati Development Fund, Inc.","1224 Race Street, Cincinnati, Ohio, 45202--710","1224 RACE ST, CINCINNATI, OH, 45202",-84.516464,39.108387,103935943,R
Catalytic Development Funding Corp. of Northern Kentucky,"50 E RIVERCENTER BLVD STE 429, COVINGTON, Kentucky, 41011--160","50 RIVER CENTER BLVD, COVINGTON, KY, 41011",-84.51094,39.08969,103894108,L
Straits Area Federal Credit Union,"201 Locust Street, Cheboygan, Michigan, 49721--162","201 LOCUST ST, CHEBOYGAN, MI, 49721",-84.47896,45.64225,134524689,L
"Community Ventures Corporation, Inc.","1450 North Broadway, Lexington, Kentucky, 40505-3162","1450 N BROADWAY RD, LEXINGTON, KY, 40505",-84.47586,38.06561,31951825,R
"Greater Cincinnati Microenterprise Initiative, Inc.","1740 Langdon Farm Road  Suite 378, Cincinnati, Ohio, 45237--381","1740 LANGDON FARM RD, CINCINNATI, OH, 45237",-84.46371,39.184036,640628043,L
Center for Financial Independence & Innovation,"794 Marietta Street  Unit 93862, Atlanta, Georgia, 30377--260","794 MARIETTA ST, ATLANTA, GA, 30318",-84.404465,33.773544,17342284,L
Citizens Trust Bank,"230 Peachtree Street  Suite 2700, Atlanta, Georgia, 30303--250","230 PEACHTREE ST, ATLANTA, GA, 30303",-84.38759,33.759995,17344484,L
"HFHI FlexCAP Lender, LLC","270 Peachtree Street, Atlanta, Georgia, 30303","270 PEACHTREE ST, ATLANTA, GA, 30303",-84.38757,33.760517,17344484,L
ANDP Loan Fund,"229 Peachtree Street NE  Suite 705, Atlanta, Georgia, 30303--160","229 PEACHTREE ST NE, ATLANTA, GA, 30303",-84.387535,33.761906,17344480,R
1st Choice Credit Union,"315 Auburn Avenue NE, Atlanta, Georgia, 30303--260","315 AUBURN AVE NE, ATLANTA, GA, 30303",-84.37741,33.755512,17357188,R
"Federation of Appalachian Housing Enterprises, Inc.","319 Oak St, Berea, Kentucky, 40403--142","319 OAK ST, BEREA, KY, 40403",-84.30454,37.57204,31988791,L
"Mountain Association for Community Economic Development, Inc.","433 Chestnut Street, Berea, Kentucky, 40403--151","433 CHESTNUT ST, BEREA, KY, 40403",-84.29826,37.567917,31992216,R
Florida State University Credit Union,"2806 Sharer Rd., Tallahassee, Florida, 32312","2806 SHARER RD, TALLAHASSEE, FL, 32312",-84.29824,30.477379,640426638,L
Human/Economic Appalachian Development Corporation,"104 Pasco Street, Berea, Kentucky, 40403--152","104 PASCO ST, BEREA, KY, 40403",-84.297104,37.569077,31988827,R
Community Housing Capital,"402 E. Howard Avenue, Decatur, GA, 30030","402 E HOWARD AVE, DECATUR, GA, 30030",-84.29153,33.77185,23367203,L
Florida A&M University Federal Credit Union,"1610 South Monroe Street, Tallahassee, Florida, 32301--552","1610 S MONROE ST, TALLAHASSEE, FL, 32301",-84.28066,30.426786,82851396,R
TMH Federal Credit Union,"345 S. Magnolia Dr., Tallahassee, FL, 32301","345 S MAGNOLIA DR, TALLAHASSEE, FL, 32301",-84.26177,30.43912,82854067,L
Awakon Federal Credit Union,"20855 Washington Ave PO Box 420, Onaway, Michigan, 49765","20855 WASHINGTON ST, ONAWAY, MI, 49765",-84.230774,45.35629,130760008,R
Tallahassee Leon Federal Credit Union,"1827 Capital Cir NE, Tallahassee,, Florida, 32308--445","1827 CAPITAL CIR NE, TALLAHASSEE, FL, 32308",-84.2306,30.468489,618797871,R
Flag Credit Union,"3115 Conner Blvd., Tallahassee, Florida, 32311--381","3115 CONNER BLVD, TALLAHASSEE, FL, 32311",-84.22532,30.440662,646444748,R
DAYTON REGION NEW MARKET FUND LLC,"8 North Main Street, Dayton, OH, 45402","8 N MAIN ST, DAYTON, OH, 45459",-84.15889,39.62899,143583934,R
"Albany Community Together, Inc.","230 South Jackson Street  Suite 118, Albany, Georgia, 31701--281","230 S JACKSON ST, ALBANY, GA, 31701",-84.15365,31.574797,84323999,L
Three Roots Capital,"10426 Jackson Oaks Way, Suite 103, Knoxville, Tennessee, 37922","10426 JACKSON OAKS WAY, KNOXVILLE, TN, 37922",-84.12607,35.899208,645131952,R
West Central Development Corporation,"915 West Market Street  Suite C, Lima, Ohio, 45805--277","915 W MARKET ST, LIMA, OH, 45805",-84.122635,40.739998,209556944,R
Kentucky Highlands Investment Corporation,"362 Old Whitley Road, London, Kentucky, 40744-8212","362 OLD WHITLEY RD, LONDON, KY, 40744",-84.09679,37.10517,98751575,R
Peach State Federal Credit Union,"1505 Lakes Parkway  Suite 100, Lawrenceville, Georgia, 30043--588","1505 LAKES PKWY, LAWRENCEVILLE, GA, 30043",-84.05599,33.96385,625258912,R
Knoxville Area Urban League,"1514 East Fifth Avenue, Knoxville, Tennessee, 37917--780","1514 E FIFTH AVE, KNOXVILLE, TN, 37917",-83.91031,35.97907,42622391,R
YS Federal Credit Union,"217 xenia ave, yellow springs, Ohio, 45387-1832","217 XENIA AVE, YELLOW SPRINGS, OH, 45387",-83.8887,39.80599,143386140,L
Lake Trust Credit Union,"4605 S. Old US Highway 23, Brighton, Michigan, 48114","4605 S OLD US HIGHWAY 23, BRIGHTON, MI, 48114",-83.75507,42.535515,23546072,R
"Metro Community Development, Inc.","503 South Saginaw Street, Flint, Michigan, 48502--182","503 S SAGINAW ST, FLINT, MI, 48502",-83.690544,43.015797,69568060,L
Security Credit Union,"3801 W. Boulevard Drive P.O. Box 5160, Flint, Michigan, 48505","3801 W BOULEVARD DR, FLINT, MI, 48505",-83.67211,43.050575,69587882,L
ELGA Credit Union,"2305 S Center Rd, Burton, Michigan, 48519--114","2305 S CENTER RD, BURTON, MI, 48519",-83.633965,42.99571,69577276,L
Toledo Urban Federal Credit Union,"1441 Dorr Street, Toledo, Ohio, 43607--401","1441 DORR ST, TOLEDO, OH, 43607",-83.57847,41.652954,640300786,L
AP Federal Credit Union,"3907 N. Detroit Ave, Toledo, Ohio, 43612--130","3907 N DETROIT AVE, TOLEDO, OH, 43612",-83.55299,41.69148,33941071,L
Nueva Esperanza Community Credit Union,"1232 Broadway St, Toledo, Ohio, 43609--280","1232 BROADWAY ST, TOLEDO, OH, 43609",-83.551895,41.634083,33944210,R
"Neighborhood Housing Services of Toledo, Inc.","704 Second Street, Toledo, Ohio, 43605--211","704 2ND ST, TOLEDO, OH, 43605",-83.52113,41.647926,33945188,R
Alpena Community Credit Union,"710 West Miller Street, Alpena, Michigan, 49707--187","710 W MILLER ST, ALPENA, MI, 49707",-83.43462,45.071823,135790795,L
Wayne Westland Federal Credit Union,"500 S. Wayne Road, Westland, Michigan, 48186","500 S WAYNE RD, WESTLAND, MI, 48186",-83.38855,42.306232,95414111,R
First Reliance Federal Credit Union,"205 Collins Industrial Blvd., Athens, Georgia, 30601","205 COLLINS IND BLVD, ATHENS, GA, 30601",-83.35524,33.980263,4811613,L
Public Service Credit Union,"7665 Merriman Road, Romulus, Michigan, 48174--192","7665 MERRIMAN RD, ROMULUS, MI, 48174",-83.34767,42.249725,95710133,L
Detroit Rehabilitation Initiatives LLC,"24293 Telegraph Rd, Southfield, Michigan, 48033","24293 TELEGRAPH RD, SOUTHFIELD, MI, 48033",-83.27956,42.467426,629087733,L
Advantage One Credit Union,"23670 Telegraph Rd, Brownstown, Michigan, 48134","23670 TELEGRAPH RD, BROWNSTOWN, MI, 48134",-83.269775,42.132927,633516134,R
Credit Union ONE,"400 E. Nine Mile Road, Ferndale, Michigan, 48820--177","400 E 9 MILE RD, FERNDALE, MI, 48220",-83.12938,42.46071,69746726,R
First Independence Bank,"7310 Woodward, Suite 101, Detroit, Michigan, 48202--316","7310 WOODWARD AVE, DETROIT, MI, 48202",-83.073456,42.370472,95717710,R
One Detroit Credit Union,"630 Howard Street, Detroit, Michigan, 48226--255","630 HOWARD ST, DETROIT, MI, 48226",-83.05476,42.32983,95479839,R
Detroit Development Fund,"1300 Broadway, 3rd Floor, Detroit, Michigan, 48226--223","1300 BROADWAY ST, DETROIT, MI, 48226",-83.045746,42.334747,95479982,R
Invest Detroit Foundation,"600 Renaissance Center  Suite 1710, Detroit, Michigan, 48243-1802","600 RENAISSANCE CENTER, DETROIT, MI, 48243",-83.03858,42.330578,95510889,L
Ohio Capital Finance Corporation,"88 East Broad Street  Suite 1800, Columbus, Ohio, 43215--350","88 E BROAD ST, COLUMBUS, OH, 43215",-82.99834,39.962482,218649211,L
Finance Fund Capital Corporation,"175 South Third Street, Columbus, Ohio, 43215-3441","175 S 3RD ST, COLUMBUS, OH, 43215",-82.99714,39.95821,135576702,R
The Affordable Housing Trust for Columbus and Franklin County,"175 South Third Street Suite 1060, Columbus, Ohio, 43215","175 S 3RD ST, COLUMBUS, OH, 43215",-82.99714,39.95821,135576702,R
Economic and Community Development Institute (ECDI),"1655 Old Leonard Ave, Columbus, Ohio, 43219--254","1655 OLD LEONARD AVE, COLUMBUS, OH, 43219",-82.9605,39.982765,218485864,R
Upstate FCU,"1303 N Murray Ave, Anderson, South Carolina, 29625-3712","1303 N MURRAY AVE, ANDERSON, SC, 29625",-82.65458,34.513695,25451226,L
Mountain Housing Opportunities Loan Fund,"64 Clingman Avenue, Suite 101, Asheville, North Carolina, 28801--332","64 CLINGMAN AVE, ASHEVILLE, NC, 28801",-82.562584,35.59059,643416265,L
First Kingsport Credit Union,"408 Clay Street, Kingsport, Tennessee, 37660--366","408 CLAY ST, KINGSPORT, TN, 37660",-82.56123,36.549458,127828073,L
Manatee Community Federal Credit Union,"604 13th Ave. East, Bradenton, Florida, 34208--260","604 13TH AVE E, BRADENTON, FL, 34208",-82.55825,27.488035,16278717,R
"Mountain BizCapital, Inc. d/b/a Mountain BizWorks","153 South Lexington Avenue, Asheville, North Carolina, 28801--279","153 S LEXINGTON AVE, ASHEVILLE, NC, 28801",-82.55181,35.591366,36845654,R
"Neighborhood Lending Partners of Florida, Inc.","3615 West Spruce Street, Tampa, Florida, 33607--250","3615 W SPRUCE ST, TAMPA, FL, 33607",-82.502174,27.959436,104516631,R
APPALACHIAN COMMUNITY FCU,"5034 Bobby Hicks Hwy Suite 2, Gray, Tennessee, 37615-6214","5034 BOBBY HICKS HWY, GRAY, TN, 37615",-82.47431,36.410233,639914088,R
Tampa Bay Federal Credit Union,"3815 N. Nebraska Avenue, Tampa, Florida, 33603-5037","3815 N NEBRASKA AVE, TAMPA, FL, 33603",-82.45116,27.979357,104523008,R
Tampa Bay Black Business Investment Corp.,"1920 E HILLSBOROUGH AVENUE  SUITE 222, Tampa, Florida, 33610--820","1920 E HILLSBOROUGH AVE, TAMPA, FL, 33610",-82.43764,27.996073,104634116,L
Greater Abbeville FCU,"807 W Greenwood St, Abbeville, SC, 29620","807 W GREENWOOD ST, ABBEVILLE, SC, 29620",-82.382095,34.163807,638143079,R
Suncoast Credit Union,"P. O. Box 11904  6801 E Hillsborough Avenue, Tampa, Florida, 33680--190","6801 E HILLSBOROUGH AVE, TAMPA, FL, 33610",-82.37858,27.996254,615032328,R
CommunityWorks Federal Credit Union,"115 W. Antrim Drive, Greenville, South Carolina, 29607","115 W ANTRIM DR, GREENVILLE, SC, 29607",-82.36558,34.841904,38303348,R
CommunityWorks,"107 W Antrim Drive, Greenville, South Carolina, 29607--250","107 W ANTRIM DR, GREENVILLE, SC, 29607",-82.36549,34.841854,38303348,R
People Incorporated Financial Services,"1173 West Main Street, Abingdon, Virginia, 24210-4703","1173 W MAIN ST, ABINGDON, VA, 24210",-82.01327,36.69729,154345505,L
Carolina Foothills FCU,"520 North Church St, Spartanburg, South Carolina, 29303--303","520 N CHURCH ST, SPARTANBURG, SC, 29303",-81.93993,34.959274,19523736,L
North Coast Credit Union,"22735 Lorain Road, Fairview Park, Ohio, 44126--222","22735 LORAIN RD, FAIRVIEW PARK, OH, 44126",-81.8718,41.438496,61098017,L
HOME OWNERSHIP RESOURCE CENTER,"2915 Colonial Blvd  Suite 200, Fort Myers, Florida, 33966--100","2915 COLONIAL BLVD, FORT MYERS, FL, 33912",-81.85289,26.597229,641067586,L
"Ariel Economic Development Fund, LLC","1163 East 40th Street, Ste 201, Cleveland, Ohio, 44114--380","1163 E 40TH ST, CLEVELAND, OH, 44114",-81.66711,41.519783,61110813,L
Faith Community United Credit Union,"3550 East 93rd Street, Cleveland, Ohio, 44105-1644","3550 E 93RD ST, CLEVELAND, OH, 44105",-81.621445,41.46189,61118832,R
New Horizon Federal Credit Union,"180 2nd St SW, Barberton, Ohio, 44203","180 2ND ST SW, BARBERTON, OH, 44203",-81.60885,41.00563,61343537,R
Village Capital Corporation,"11327 Shaker Boulevard  Suite 500W, Cleveland, Ohio, 44104--000","11327 SHAKER BLVD, CLEVELAND, OH, 44104",-81.605774,41.484264,642639698,L
Fairwinds Credit Union,"135 W Central Blvd, Orlando, Florida, 32801","135 W CENTRAL BLVD, ORLANDO, FL, 32801",-81.38134,28.54203,94282402,R
"Florida Community Loan Fund, Inc.","501 N Magnolia Ave, Orlando, FL, 32801","501 N MAGNOLIA AVE, ORLANDO, FL, 32801",-81.3768,28.549522,94281818,R
"Black Business Investment Fund, Inc.","301 E. Pine Street  Suite 175, Orlando, Florida, 32801--273","301 E PINE ST, ORLANDO, FL, 32801",-81.37429,28.541338,94282546,L
Shuford Federal Credit Union,"882 16th St NE, Hickory, North Carolina, 28601","882 16TH ST NE, HICKORY, NC, 28601",-81.30748,35.7394,45925196,R
Business Development Corp of SC,"111 Executive Center Drive Ste 225, Columbia, South Carolina, 29210--841","111 EXECUTIVE CENTER DR, COLUMBIA, SC, 29210",-81.120735,34.034714,70073512,R
Carver Financial Corporation,"701 Martin Luther King Jr Blvd, Savannah, Georgia, 31401--550","701 MARTIN LUTHER KING JR BLVD, SAVANNAH, GA, 31401",-81.1015,32.06908,6171095,R
Carver State Bank,"701 Martin Luther King, Jr. Blvd., Savannah, Georgia, 31401--276","701 MARTIN LUTHER KING JR BLVD, SAVANNAH, GA, 31401",-81.1015,32.06908,6171095,R
"Community Housing Services Agency, Inc.","6 E. Bay St., Savannah, Georgia, 31401","6 E BAY ST, SAVANNAH, GA, 31401",-81.09114,32.0809,6214366,L
Midlands Housing Trust Fund,"4300 North Main St  Attn: Brian Huskey, Columbia, South Carolina, 29203--595","4300 N MAIN ST, COLUMBIA, SC, 29203",-81.037315,34.04263,638981801,R
SCCB Financial Corporation,"1545 Sumter Street, Columbia, South Carolina, 29201-2829","1545 SUMTER ST, COLUMBIA, SC, 29201",-81.03392,34.006245,639496419,L
South Carolina Community Bank,"1545 Sumter Street, Columbia, South Carolina, 29201-2829","1545 SUMTER ST, COLUMBIA, SC, 29201",-81.03392,34.006245,639496419,L
Carolina Postal Credit Union,"3601 Mulberry Church Road, Charlotte, North Carolina, 28208","3601 MULBERRY CHURCH RD, CHARLOTTE, NC, 28208",-80.91755,35.23315,641596384,L
"CMHP Mortgage, Inc.","4601 Charlotte Park Drive, Charlotte, North Carolina, 28217-1920","4601 CHARLOTTE PARK DR, CHARLOTTE, NC, 28217",-80.89035,35.182926,70613700,L
New Entrepreneurs Opportunity Fund,"134 West 46th Street  P.O. Box 2300, Ashtabula, Ohio, 44005--230","134 W 46TH ST, ASHTABULA, OH, 44004",-80.77972,41.86497,117314130,L
Softite Community Federal Credit Union,"1201 S ZANE HIGHWAY, MARTINS FERRY, Ohio, 43935","1201 S ZANE HWY, MARTINS FERRY, OH, 43935",-80.73548,40.087368,36215551,R
Beaufort County Black Chamber of Commerce,"801 Bladen Street, Beaufort, South Carolina, 29902","801 BLADEN ST, BEAUFORT, SC, 29902",-80.67956,32.436237,87605984,R
Northern Hancock Bank & Trust,"226 Washington Street, Newell, West Virginia, 26050--137","226 WASHINGTON ST, NEWELL, WV, 26050",-80.59795,40.619194,65498183,R
VCC Bank,"110 Peppers Ferry Road, Christiansburg, Virginia, 24073--106","110 PEPPERS FERRY RD, CHRISTIANSBURG, VA, 24073",-80.429085,37.162216,238902472,R
"Virginia Community Capital, Inc.","110 Peppers Ferry Road, Christiansburg, Virginia, 24073-1068","110 PEPPERS FERRY RD, CHRISTIANSBURG, VA, 24073",-80.429085,37.162216,238902472,R
Appalachian Community Capital Corporation,"930 Cambria Street NE, Christiansburg, Virginia, 24073-1631","930 CAMBRIA ST NE, CHRISTIANSBURG, VA, 24073",-80.405304,37.14209,73625594,R
"Miami-Dade Affordable Housing Foundation, Inc.","7855 NW 12 STREET, SUITE 206, Miami, Florida, 33126","7855 NW 12TH ST, MIAMI, FL, 33126",-80.32323,25.782627,116323463,R
Miami Postal Service Credit Union,"2190 NW 72nd Ave, Miami, Florida, 33122","2190 NW 72ND AVE, MIAMI, FL, 33122",-80.31285,25.793642,642152868,L
Community Fund of North Miami-Dade Inc.,"490 Opa-Locka Blvd, Suite 20, Opa-locka, Florida, 33054","490 OPA LOCKA BLVD, OPA LOCKA, FL, 33054",-80.25079,25.901747,116032165,R
"BAC Funding Consortium, Inc.","6600 NW 27th Avenue, Miami, Florida, 33147-7220","6600 NW 27TH AVE, MIAMI, FL, 33147",-80.24129,25.834564,116001402,L
"Neighborhood Housing Services of South Florida, Inc.","300 NW 12th Avenue, Miami, Florida, 33128-1019","300 NW 12TH AVE, MIAMI, FL, 33128",-80.21475,25.776514,116016777,L
"Black Economic Development Coalition, Inc","180 NW 62nd Street, Miami, Florida, 33150-4543","180 NW 62ND ST, MIAMI, FL, 33150",-80.19907,25.832523,116006421,L
Miami Bayside Foundation Inc.,"25 SE 2nd Avenue  Suite 240, Miami, Florida, 33131--150","25 SE 2ND AVE, MIAMI, FL, 33131",-80.19025,25.774006,116018761,L
"Partners for Self-Employment, Inc. / dba Micro-Business, USA","3000 Biscayne Blvd., Miami, Florida, 33137--412","3000 BISCAYNE BLVD, MIAMI, FL, 33137",-80.1894,25.805412,116286902,L
Guardians Credit Union,"3469 Summit Boulevard, West Palm Beach, Florida, 33406--410","3469 SUMMIT BLVD, WEST PALM BCH, FL, 33406",-80.09535,26.664993,115334610,R
"Business Loan Fund of the Palm Beaches, Inc., The","2200 North Florida Mango Rd  suite 401, West Palm Beach, Florida, 33409--644","2200 N FLORIDA MANGO RD, WEST PALM BCH, FL, 33409",-80.07872,26.695276,115272167,R
"Paragon Florida, Inc.","400 Hibiscus Street  Suite 200, West Palm Beach, Florida, 33401--582","400 HIBISCUS ST, WEST PALM BCH, FL, 33401",-80.05377,26.708527,115348126,L
South Carolina Community Loan Fund,"1064 Gardner Road, Suite 302, Charleston, South Carolina, 29407-5746","1064 GARDNER RD, CHARLESTON, SC, 29407",-80.01922,32.799316,108905281,R
Landmarks Community Capital Corporation,"100 W. Station Square Drive, Ste. 400, Pittsburgh, Pennsylvania, 15219--118","100 W STATION SQUARE DR, PITTSBURGH, PA, 15219",-80.00839,40.43543,641825436,L
Northside Community Development Fund,"922 Middle Street Street, Pittsburgh, Pennsylvania, 15212--720","922 MIDDLE ST, PITTSBURGH, PA, 15212",-79.999794,40.455845,51626952,R
"Bridgeway Capital, Inc.","707 Grant Street  Suite 1920, Pittsburgh, Pennsylvania, 15219--194","707 GRANT ST, PITTSBURGH, PA, 15219",-79.994865,40.442314,635941884,L
Freedom First Federal Credit Union,"5240 Valleypark Dr, Roanoke, Virginia, 24019--300","5240 VALLEYPARK DR, ROANOKE, VA, 24019",-79.988976,37.331924,62930054,L
Renewable Manufacturing Gateway,"1901 Centre Avenue, Pittsburgh, Pennsylvania, 15219","1901 CENTRE AVE, PITTSBURGH, PA, 15219",-79.98083,40.443253,51635805,L
